-0.814819 3
-0.777357 15
-0.739074 42
-0.699952 74
-0.659975 112
-0.619121 170
-0.577373 273
-0.534711 438
-0.491115 745
-0.446564 1370
-0.401038 2655
-0.354515 5127
-0.306973 9431
-0.258389 17465
-0.208743 32433
-0.158009 54623
-0.106164 101488
-0.0531836 130785
0.000956833 105583
0.0562826 71115
0.11282 47040
0.170595 29617
0.229636 17146
0.289969 9478
0.351623 5020
0.414628 2562
0.479012 1304
0.544806 654
0.61204 330
0.680747 161
0.750958 70
0.822707 10
